year;state;month;number;date
2003;Maranhao;Junho;338;01/01/2003
2004;Maranhao;Junho;706;01/01/2004
2005;Maranhao;Junho;529;01/01/2005
2006;Maranhao;Junho;131;01/01/2006
2007;Maranhao;Junho;515;01/01/2007
2008;Maranhao;Junho;235;01/01/2008
2009;Maranhao;Junho;279;01/01/2009
2010;Maranhao;Junho;494;01/01/2010
2011;Maranhao;Junho;602;01/01/2011
2012;Maranhao;Junho;915;01/01/2012
2013;Maranhao;Junho;498;01/01/2013
2014;Maranhao;Junho;812;01/01/2014
2015;Maranhao;Junho;887;01/01/2015
2016;Maranhao;Junho;709;01/01/2016
2017;Maranhao;Junho;885;01/01/2017
1998;Maranhao;Julho;274;01/01/1998
1999;Maranhao;Julho;258;01/01/1999
2000;Maranhao;Julho;233;01/01/2000
2001;Maranhao;Julho;549;01/01/2001
2002;Maranhao;Julho;1.271;01/01/2002
2003;Maranhao;Julho;1.103;01/01/2003
2004;Maranhao;Julho;1.366;01/01/2004
2005;Maranhao;Julho;1.152;01/01/2005
2006;Maranhao;Julho;512;01/01/2006
2007;Maranhao;Julho;1.205;01/01/2007
2008;Maranhao;Julho;502;01/01/2008
2009;Maranhao;Julho;972;01/01/2009
2010;Maranhao;Julho;2.323;01/01/2010
2011;Maranhao;Julho;1.024;01/01/2011
2012;Maranhao;Julho;3.548;01/01/2012
2013;Maranhao;Julho;1.111;01/01/2013
2014;Maranhao;Julho;2.068;01/01/2014
2015;Maranhao;Julho;1.642;01/01/2015
2016;Maranhao;Julho;2.096;01/01/2016
2017;Maranhao;Julho;2.521;01/01/2017
1998;Maranhao;Agosto;1.176;01/01/1998
1999;Maranhao;Agosto;895;01/01/1999
2000;Maranhao;Agosto;839;01/01/2000
2001;Maranhao;Agosto;2.037;01/01/2001
2002;Maranhao;Agosto;3.481;01/01/2002
2003;Maranhao;Agosto;2.023;01/01/2003
2004;Maranhao;Agosto;1.889;01/01/2004
2005;Maranhao;Agosto;2.239;01/01/2005
2006;Maranhao;Agosto;1.382;01/01/2006
2007;Maranhao;Agosto;8.409;01/01/2007
2008;Maranhao;Agosto;713;01/01/2008
2009;Maranhao;Agosto;1.766;01/01/2009
2010;Maranhao;Agosto;6.353;01/01/2010
2011;Maranhao;Agosto;2.138;01/01/2011
2012;Maranhao;Agosto;10.395;01/01/2012
2013;Maranhao;Agosto;2.098;01/01/2013
2014;Maranhao;Agosto;5.592;01/01/2014
2015;Maranhao;Agosto;5.428;01/01/2015
2016;Maranhao;Agosto;3.723;01/01/2016
2017;Maranhao;Agosto;3.875;01/01/2017
1998;Maranhao;Setembro;3.935;01/01/1998
1999;Maranhao;Setembro;1.739;01/01/1999
2000;Maranhao;Setembro;1.365;01/01/2000
2001;Maranhao;Setembro;4.618;01/01/2001
2002;Maranhao;Setembro;3.181;01/01/2002
2003;Maranhao;Setembro;5.878;01/01/2003
2004;Maranhao;Setembro;4.673;01/01/2004
2005;Maranhao;Setembro;6.292;01/01/2005
2006;Maranhao;Setembro;2.907;01/01/2006
2007;Maranhao;Setembro;8.524;01/01/2007
2008;Maranhao;Setembro;2.761;01/01/2008
2009;Maranhao;Setembro;2.404;01/01/2009
2010;Maranhao;Setembro;9.795;01/01/2010
2011;Maranhao;Setembro;4.632;01/01/2011
2012;Maranhao;Setembro;7.626;01/01/2012
2013;Maranhao;Setembro;3.881;01/01/2013
2014;Maranhao;Setembro;4.373;01/01/2014
2015;Maranhao;Setembro;6.423;01/01/2015
2016;Maranhao;Setembro;3.166;01/01/2016
2017;Maranhao;Setembro;14.825;01/01/2017
1998;Maranhao;Outubro;5.137;01/01/1998
1999;Maranhao;Outubro;3.208;01/01/1999
2000;Maranhao;Outubro;2.654;01/01/2000
2001;Maranhao;Outubro;6.661;01/01/2001
2002;Maranhao;Outubro;5.182;01/01/2002
2003;Maranhao;Outubro;6.085;01/01/2003
2004;Maranhao;Outubro;3.604;01/01/2004
2005;Maranhao;Outubro;6.472;01/01/2005
2006;Maranhao;Outubro;3.024;01/01/2006
2007;Maranhao;Outubro;4.772;01/01/2007
2008;Maranhao;Outubro;3.498;01/01/2008
2009;Maranhao;Outubro;1.861;01/01/2009
2010;Maranhao;Outubro;3.228;01/01/2010
2011;Maranhao;Outubro;2.404;01/01/2011
2012;Maranhao;Outubro;5;01/01/2012
2013;Maranhao;Outubro;2.918;01/01/2013
2014;Maranhao;Outubro;5.812;01/01/2014
2015;Maranhao;Outubro;6.746;01/01/2015
2016;Maranhao;Outubro;5.351;01/01/2016
2017;Maranhao;Outubro;6.011;01/01/2017
1998;Maranhao;Novembro;2.237;01/01/1998
1999;Maranhao;Novembro;1.494;01/01/1999
2000;Maranhao;Novembro;2.267;01/01/2000
2001;Maranhao;Novembro;3.525;01/01/2001
2002;Maranhao;Novembro;5.83;01/01/2002
2003;Maranhao;Novembro;4.929;01/01/2003
2004;Maranhao;Novembro;6.398;01/01/2004
2005;Maranhao;Novembro;4.769;01/01/2005
2006;Maranhao;Novembro;2.004;01/01/2006
2007;Maranhao;Novembro;2.297;01/01/2007
2008;Maranhao;Novembro;2.331;01/01/2008
2009;Maranhao;Novembro;5;01/01/2009
2010;Maranhao;Novembro;4.005;01/01/2010
2011;Maranhao;Novembro;2.261;01/01/2011
2012;Maranhao;Novembro;2.011;01/01/2012
2013;Maranhao;Novembro;2.529;01/01/2013
2014;Maranhao;Novembro;3.869;01/01/2014
2015;Maranhao;Novembro;4.351;01/01/2015
2016;Maranhao;Novembro;3.982;01/01/2016
2017;Maranhao;Novembro;2.3;01/01/2017
1998;Maranhao;Dezembro;1.399;01/01/1998
1999;Maranhao;Dezembro;1.001;01/01/1999
2000;Maranhao;Dezembro;1.461;01/01/2000
2001;Maranhao;Dezembro;1.296;01/01/2001
2002;Maranhao;Dezembro;2.165;01/01/2002
2003;Maranhao;Dezembro;2.424;01/01/2003
2004;Maranhao;Dezembro;3.255;01/01/2004
2005;Maranhao;Dezembro;1.66;01/01/2005
2006;Maranhao;Dezembro;1.052;01/01/2006
2007;Maranhao;Dezembro;800;01/01/2007
2008;Maranhao;Dezembro;1.101;01/01/2008
2009;Maranhao;Dezembro;1.768;01/01/2009
2010;Maranhao;Dezembro;1.803;01/01/2010
2011;Maranhao;Dezembro;1.629;01/01/2011
2012;Maranhao;Dezembro;1.296;01/01/2012
2013;Maranhao;Dezembro;2.692;01/01/2013
2014;Maranhao;Dezembro;2.401;01/01/2014
2015;Maranhao;Dezembro;3.706;01/01/2015
2016;Maranhao;Dezembro;1.577;01/01/2016
1998;Mato Grosso;Janeiro;0;01/01/1998
1999;Mato Grosso;Janeiro;39;01/01/1999
2000;Mato Grosso;Janeiro;44;01/01/2000
2001;Mato Grosso;Janeiro;44;01/01/2001
2002;Mato Grosso;Janeiro;172;01/01/2002
2003;Mato Grosso;Janeiro;896;01/01/2003
2004;Mato Grosso;Janeiro;301;01/01/2004
2005;Mato Grosso;Janeiro;438;01/01/2005
2006;Mato Grosso;Janeiro;947;01/01/2006
2007;Mato Grosso;Janeiro;476;01/01/2007
2008;Mato Grosso;Janeiro;245;01/01/2008
2009;Mato Grosso;Janeiro;527;01/01/2009
2010;Mato Grosso;Janeiro;298;01/01/2010
2011;Mato Grosso;Janeiro;171;01/01/2011
2012;Mato Grosso;Janeiro;166;01/01/2012
2013;Mato Grosso;Janeiro;269;01/01/2013
2014;Mato Grosso;Janeiro;315;01/01/2014
2015;Mato Grosso;Janeiro;960;01/01/2015
2016;Mato Grosso;Janeiro;374;01/01/2016
2017;Mato Grosso;Janeiro;482;01/01/2017
1998;Mato Grosso;Fevereiro;0;01/01/1998
1999;Mato Grosso;Fevereiro;28;01/01/1999
2000;Mato Grosso;Fevereiro;35;01/01/2000
2001;Mato Grosso;Fevereiro;54;01/01/2001
2002;Mato Grosso;Fevereiro;22;01/01/2002
2003;Mato Grosso;Fevereiro;592;01/01/2003
2004;Mato Grosso;Fevereiro;272;01/01/2004
2005;Mato Grosso;Fevereiro;871;01/01/2005
2006;Mato Grosso;Fevereiro;383;01/01/2006
2007;Mato Grosso;Fevereiro;213;01/01/2007
2008;Mato Grosso;Fevereiro;180;01/01/2008
2009;Mato Grosso;Fevereiro;248;01/01/2009
2010;Mato Grosso;Fevereiro;431;01/01/2010
2011;Mato Grosso;Fevereiro;119;01/01/2011
2012;Mato Grosso;Fevereiro;193;01/01/2012
2013;Mato Grosso;Fevereiro;375;01/01/2013
2014;Mato Grosso;Fevereiro;199;01/01/2014
2015;Mato Grosso;Fevereiro;542;01/01/2015
2016;Mato Grosso;Fevereiro;1.051;01/01/2016
2017;Mato Grosso;Fevereiro;337;01/01/2017
1998;Mato Grosso;Março;0;01/01/1998
1999;Mato Grosso;Março;18;01/01/1999
2000;Mato Grosso;Março;60;01/01/2000
2001;Mato Grosso;Março;24;01/01/2001
2002;Mato Grosso;Março;103;01/01/2002
2003;Mato Grosso;Março;554;01/01/2003
2004;Mato Grosso;Março;743;01/01/2004
2005;Mato Grosso;Março;362;01/01/2005
2006;Mato Grosso;Março;448;01/01/2006
2007;Mato Grosso;Março;476;01/01/2007
2008;Mato Grosso;Março;180;01/01/2008
2009;Mato Grosso;Março;325;01/01/2009
2010;Mato Grosso;Março;605;01/01/2010
2011;Mato Grosso;Março;252;01/01/2011
2012;Mato Grosso;Março;423;01/01/2012
2013;Mato Grosso;Março;563;01/01/2013
2014;Mato Grosso;Março;655;01/01/2014
2015;Mato Grosso;Março;705;01/01/2015
2016;Mato Grosso;Março;1.085;01/01/2016
2017;Mato Grosso;Março;719;01/01/2017
1998;Mato Grosso;Abril;0;01/01/1998
1999;Mato Grosso;Abril;76;01/01/1999
2000;Mato Grosso;Abril;59;01/01/2000
2001;Mato Grosso;Abril;309;01/01/2001
2002;Mato Grosso;Abril;641;01/01/2002
2003;Mato Grosso;Abril;903;01/01/2003
2004;Mato Grosso;Abril;441;01/01/2004
2005;Mato Grosso;Abril;372;01/01/2005
2006;Mato Grosso;Abril;161;01/01/2006
2007;Mato Grosso;Abril;79;01/01/2007
2008;Mato Grosso;Abril;274;01/01/2008
2009;Mato Grosso;Abril;169;01/01/2009
2010;Mato Grosso;Abril;769;01/01/2010
2011;Mato Grosso;Abril;345;01/01/2011
2012;Mato Grosso;Abril;521;01/01/2012
2013;Mato Grosso;Abril;338;01/01/2013
2014;Mato Grosso;Abril;859;01/01/2014
2015;Mato Grosso;Abril;947;01/01/2015
2016;Mato Grosso;Abril;1.771;01/01/2016
2017;Mato Grosso;Abril;606;01/01/2017
1998;Mato Grosso;Maio;0;01/01/1998
1999;Mato Grosso;Maio;731;01/01/1999
2000;Mato Grosso;Maio;1.194;01/01/2000
2001;Mato Grosso;Maio;1.193;01/01/2001
2002;Mato Grosso;Maio;2.528;01/01/2002
2003;Mato Grosso;Maio;942;01/01/2003
2004;Mato Grosso;Maio;2.413;01/01/2004
2005;Mato Grosso;Maio;1.641;01/01/2005
2006;Mato Grosso;Maio;269;01/01/2006
2007;Mato Grosso;Maio;359;01/01/2007
2008;Mato Grosso;Maio;119;01/01/2008
2009;Mato Grosso;Maio;516;01/01/2009
2010;Mato Grosso;Maio;1.313;01/01/2010
2011;Mato Grosso;Maio;547;01/01/2011
2012;Mato Grosso;Maio;812;01/01/2012
2013;Mato Grosso;Maio;739;01/01/2013
2014;Mato Grosso;Maio;933;01/01/2014
2015;Mato Grosso;Maio;541;01/01/2015
2016;Mato Grosso;Maio;1.081;01/01/2016
2017;Mato Grosso;Maio;845;01/01/2017
1998;Mato Grosso;Junho;2.201;01/01/1998
1999;Mato Grosso;Junho;2.201;01/01/1999
2000;Mato Grosso;Junho;4.358;01/01/2000
2001;Mato Grosso;Junho;6.665;01/01/2001
2002;Mato Grosso;Junho;7.878;01/01/2002
2003;Mato Grosso;Junho;4.313;01/01/2003
2004;Mato Grosso;Junho;9.813;01/01/2004
2005;Mato Grosso;Junho;2.294;01/01/2005
2006;Mato Grosso;Junho;856;01/01/2006
2007;Mato Grosso;Junho;1.339;01/01/2007
2008;Mato Grosso;Junho;403;01/01/2008
2009;Mato Grosso;Junho;979;01/01/2009
2010;Mato Grosso;Junho;1.025;01/01/2010
2011;Mato Grosso;Junho;974;01/01/2011
2012;Mato Grosso;Junho;1.651;01/01/2012
2013;Mato Grosso;Junho;1.213;01/01/2013
2014;Mato Grosso;Junho;1.795;01/01/2014
2015;Mato Grosso;Junho;1.402;01/01/2015
2016;Mato Grosso;Junho;1.417;01/01/2016
2017;Mato Grosso;Junho;2.041;01/01/2017
1998;Mato Grosso;Julho;3.712;01/01/1998
1999;Mato Grosso;Julho;3.926;01/01/1999
2000;Mato Grosso;Julho;1.338;01/01/2000
2001;Mato Grosso;Julho;1.555;01/01/2001
2002;Mato Grosso;Julho;5.661;01/01/2002
2003;Mato Grosso;Julho;5.435;01/01/2003
2004;Mato Grosso;Julho;11.517;01/01/2004
2005;Mato Grosso;Julho;4.172;01/01/2005
2006;Mato Grosso;Julho;1.941;01/01/2006
2007;Mato Grosso;Julho;1.79;01/01/2007
2008;Mato Grosso;Julho;1.117;01/01/2008
2009;Mato Grosso;Julho;1.613;01/01/2009
2010;Mato Grosso;Julho;3.442;01/01/2010
2011;Mato Grosso;Julho;1.061;01/01/2011
2012;Mato Grosso;Julho;2.008;01/01/2012
2013;Mato Grosso;Julho;1.631;01/01/2013
2014;Mato Grosso;Julho;2.255;01/01/2014
2015;Mato Grosso;Julho;1.533;01/01/2015
2016;Mato Grosso;Julho;3.495;01/01/2016
2017;Mato Grosso;Julho;2.79;01/01/2017
1998;Mato Grosso;Agosto;15.406;01/01/1998
1999;Mato Grosso;Agosto;18.566;01/01/1999
2000;Mato Grosso;Agosto;6.063;01/01/2000
2001;Mato Grosso;Agosto;7.762;01/01/2001
2002;Mato Grosso;Agosto;14.086;01/01/2002
2003;Mato Grosso;Agosto;11.132;01/01/2003
2004;Mato Grosso;Agosto;13.603;01/01/2004
2005;Mato Grosso;Agosto;11.57;01/01/2005
2006;Mato Grosso;Agosto;6.218;01/01/2006
2007;Mato Grosso;Agosto;14.453;01/01/2007
2008;Mato Grosso;Agosto;2.875;01/01/2008
2009;Mato Grosso;Agosto;2.25;01/01/2009
2010;Mato Grosso;Agosto;14.608;01/01/2010
2011;Mato Grosso;Agosto;2.628;01/01/2011
2012;Mato Grosso;Agosto;6.195;01/01/2012
2013;Mato Grosso;Agosto;3.568;01/01/2013
2014;Mato Grosso;Agosto;7.167;01/01/2014
2015;Mato Grosso;Agosto;5.112;01/01/2015
2016;Mato Grosso;Agosto;6.228;01/01/2016
2017;Mato Grosso;Agosto;6.229;01/01/2017
1998;Mato Grosso;Setembro;10.363;01/01/1998
1999;Mato Grosso;Setembro;11.729;01/01/1999
2000;Mato Grosso;Setembro;6.251;01/01/2000
2001;Mato Grosso;Setembro;8.49;01/01/2001
2002;Mato Grosso;Setembro;11.034;01/01/2002
2003;Mato Grosso;Setembro;15.79;01/01/2003
2004;Mato Grosso;Setembro;24.994;01/01/2004
2005;Mato Grosso;Setembro;20.551;01/01/2005
2006;Mato Grosso;Setembro;12.661;01/01/2006
2007;Mato Grosso;Setembro;25.963;01/01/2007
2008;Mato Grosso;Setembro;7.965;01/01/2008
2009;Mato Grosso;Setembro;3.129;01/01/2009
2010;Mato Grosso;Setembro;18.366;01/01/2010
2011;Mato Grosso;Setembro;6.332;01/01/2011
2012;Mato Grosso;Setembro;10.344;01/01/2012
2013;Mato Grosso;Setembro;5.576;01/01/2013
2014;Mato Grosso;Setembro;7.081;01/01/2014
2015;Mato Grosso;Setembro;11.068;01/01/2015
2016;Mato Grosso;Setembro;8.981;01/01/2016
2017;Mato Grosso;Setembro;23.945;01/01/2017
1998;Mato Grosso;Outubro;2.707;01/01/1998
1999;Mato Grosso;Outubro;6.109;01/01/1999
2000;Mato Grosso;Outubro;6.062;01/01/2000
2001;Mato Grosso;Outubro;6.543;01/01/2001
2002;Mato Grosso;Outubro;9.375;01/01/2002
2003;Mato Grosso;Outubro;5.341;01/01/2003
2004;Mato Grosso;Outubro;9.295;01/01/2004
2005;Mato Grosso;Outubro;7.765;01/01/2005
2006;Mato Grosso;Outubro;2.327;01/01/2006
2007;Mato Grosso;Outubro;4.89;01/01/2007
2008;Mato Grosso;Outubro;6.326;01/01/2008
2009;Mato Grosso;Outubro;2.579;01/01/2009
2010;Mato Grosso;Outubro;4.465;01/01/2010
2011;Mato Grosso;Outubro;2.01;01/01/2011
2012;Mato Grosso;Outubro;2.837;01/01/2012
2013;Mato Grosso;Outubro;1.986;01/01/2013
2014;Mato Grosso;Outubro;5.281;01/01/2014
2015;Mato Grosso;Outubro;6.491;01/01/2015
2016;Mato Grosso;Outubro;2.749;01/01/2016
2017;Mato Grosso;Outubro;4.8;01/01/2017
1998;Mato Grosso;Novembro;182;01/01/1998
1999;Mato Grosso;Novembro;842;01/01/1999
2000;Mato Grosso;Novembro;502;01/01/2000
2001;Mato Grosso;Novembro;373;01/01/2001
2002;Mato Grosso;Novembro;2.905;01/01/2002
2003;Mato Grosso;Novembro;2.097;01/01/2003
2004;Mato Grosso;Novembro;2.405;01/01/2004
2005;Mato Grosso;Novembro;1.368;01/01/2005
2006;Mato Grosso;Novembro;1.031;01/01/2006
2007;Mato Grosso;Novembro;299;01/01/2007
2008;Mato Grosso;Novembro;190;01/01/2008
2009;Mato Grosso;Novembro;588;01/01/2009
2010;Mato Grosso;Novembro;768;01/01/2010
2011;Mato Grosso;Novembro;1.103;01/01/2011
2012;Mato Grosso;Novembro;375;01/01/2012
2013;Mato Grosso;Novembro;1.064;01/01/2013
2014;Mato Grosso;Novembro;1.018;01/01/2014
2015;Mato Grosso;Novembro;1.931;01/01/2015
2016;Mato Grosso;Novembro;918;01/01/2016
2017;Mato Grosso;Novembro;813;01/01/2017
1998;Mato Grosso;Dezembro;76;01/01/1998
1999;Mato Grosso;Dezembro;47;01/01/1999
2000;Mato Grosso;Dezembro;98;01/01/2000
2001;Mato Grosso;Dezembro;37;01/01/2001
2002;Mato Grosso;Dezembro;1.157;01/01/2002
2003;Mato Grosso;Dezembro;1.622;01/01/2003
2004;Mato Grosso;Dezembro;1.217;01/01/2004
2005;Mato Grosso;Dezembro;246;01/01/2005
2006;Mato Grosso;Dezembro;23;01/01/2006
2007;Mato Grosso;Dezembro;81;01/01/2007
2008;Mato Grosso;Dezembro;159;01/01/2008
2009;Mato Grosso;Dezembro;171;01/01/2009
2010;Mato Grosso;Dezembro;846;01/01/2010
2011;Mato Grosso;Dezembro;431;01/01/2011
2012;Mato Grosso;Dezembro;492;01/01/2012
2013;Mato Grosso;Dezembro;447;01/01/2013
2014;Mato Grosso;Dezembro;466;01/01/2014
2015;Mato Grosso;Dezembro;1.777;01/01/2015
2016;Mato Grosso;Dezembro;425;01/01/2016
1998;Mato Grosso do Sul;Janeiro;0;01/01/1998
1999;Mato Grosso do Sul;Janeiro;239;01/01/1999
2000;Mato Grosso do Sul;Janeiro;326;01/01/2000
2001;Mato Grosso do Sul;Janeiro;97;01/01/2001
2002;Mato Grosso do Sul;Janeiro;304;01/01/2002
2003;Mato Grosso do Sul;Janeiro;182;01/01/2003
2004;Mato Grosso do Sul;Janeiro;258;01/01/2004
2005;Mato Grosso do Sul;Janeiro;59;01/01/2005
2006;Mato Grosso do Sul;Janeiro;59;01/01/2006
2007;Mato Grosso do Sul;Janeiro;19;01/01/2007
2008;Mato Grosso do Sul;Janeiro;63;01/01/2008
2009;Mato Grosso do Sul;Janeiro;229;01/01/2009
2010;Mato Grosso do Sul;Janeiro;72;01/01/2010
2011;Mato Grosso do Sul;Janeiro;129;01/01/2011
2012;Mato Grosso do Sul;Janeiro;201;01/01/2012
2013;Mato Grosso do Sul;Janeiro;174;01/01/2013
2014;Mato Grosso do Sul;Janeiro;197;01/01/2014
2015;Mato Grosso do Sul;Janeiro;226;01/01/2015
2016;Mato Grosso do Sul;Janeiro;127;01/01/2016
2017;Mato Grosso do Sul;Janeiro;355;01/01/2017
1998;Mato Grosso do Sul;Fevereiro;0;01/01/1998
1999;Mato Grosso do Sul;Fevereiro;69;01/01/1999
2000;Mato Grosso do Sul;Fevereiro;81;01/01/2000
2001;Mato Grosso do Sul;Fevereiro;89;01/01/2001
2002;Mato Grosso do Sul;Fevereiro;98;01/01/2002
2003;Mato Grosso do Sul;Fevereiro;108;01/01/2003
2004;Mato Grosso do Sul;Fevereiro;169;01/01/2004
2005;Mato Grosso do Sul;Fevereiro;221;01/01/2005
2006;Mato Grosso do Sul;Fevereiro;104;01/01/2006
2007;Mato Grosso do Sul;Fevereiro;111;01/01/2007
2008;Mato Grosso do Sul;Fevereiro;78;01/01/2008
2009;Mato Grosso do Sul;Fevereiro;164;01/01/2009
2010;Mato Grosso do Sul;Fevereiro;157;01/01/2010
2011;Mato Grosso do Sul;Fevereiro;61;01/01/2011
2012;Mato Grosso do Sul;Fevereiro;112;01/01/2012
2013;Mato Grosso do Sul;Fevereiro;100;01/01/2013
2014;Mato Grosso do Sul;Fevereiro;139;01/01/2014
2015;Mato Grosso do Sul;Fevereiro;148;01/01/2015
2016;Mato Grosso do Sul;Fevereiro;187;01/01/2016
2017;Mato Grosso do Sul;Fevereiro;165;01/01/2017
1998;Mato Grosso do Sul;Março;0;01/01/1998
1999;Mato Grosso do Sul;Março;100;01/01/1999
2000;Mato Grosso do Sul;Março;23;01/01/2000
2001;Mato Grosso do Sul;Março;39;01/01/2001
2002;Mato Grosso do Sul;Março;115;01/01/2002
2003;Mato Grosso do Sul;Março;137;01/01/2003
2004;Mato Grosso do Sul;Março;225;01/01/2004
2005;Mato Grosso do Sul;Março;158;01/01/2005
2006;Mato Grosso do Sul;Março;137;01/01/2006
2007;Mato Grosso do Sul;Março;137;01/01/2007
2008;Mato Grosso do Sul;Março;97;01/01/2008
2009;Mato Grosso do Sul;Março;118;01/01/2009
2010;Mato Grosso do Sul;Março;149;01/01/2010
2011;Mato Grosso do Sul;Março;37;01/01/2011
2012;Mato Grosso do Sul;Março;169;01/01/2012
2013;Mato Grosso do Sul;Março;158;01/01/2013
2014;Mato Grosso do Sul;Março;95;01/01/2014
2015;Mato Grosso do Sul;Março;190;01/01/2015
2016;Mato Grosso do Sul;Março;143;01/01/2016
2017;Mato Grosso do Sul;Março;170;01/01/2017
1998;Mato Grosso do Sul;Abril;0;01/01/1998
1999;Mato Grosso do Sul;Abril;97;01/01/1999
2000;Mato Grosso do Sul;Abril;90;01/01/2000
2001;Mato Grosso do Sul;Abril;108;01/01/2001
2002;Mato Grosso do Sul;Abril;230;01/01/2002
2003;Mato Grosso do Sul;Abril;126;01/01/2003
2004;Mato Grosso do Sul;Abril;97;01/01/2004
2005;Mato Grosso do Sul;Abril;126;01/01/2005
2006;Mato Grosso do Sul;Abril;51;01/01/2006
2007;Mato Grosso do Sul;Abril;46;01/01/2007
2008;Mato Grosso do Sul;Abril;72;01/01/2008
2009;Mato Grosso do Sul;Abril;291;01/01/2009
2010;Mato Grosso do Sul;Abril;136;01/01/2010
2011;Mato Grosso do Sul;Abril;23;01/01/2011
2012;Mato Grosso do Sul;Abril;97;01/01/2012
2013;Mato Grosso do Sul;Abril;78;01/01/2013
2014;Mato Grosso do Sul;Abril;129;01/01/2014
2015;Mato Grosso do Sul;Abril;65;01/01/2015
2016;Mato Grosso do Sul;Abril;161;01/01/2016
2017;Mato Grosso do Sul;Abril;59;01/01/2017
1998;Mato Grosso do Sul;Maio;0;01/01/1998
1999;Mato Grosso do Sul;Maio;206;01/01/1999
2000;Mato Grosso do Sul;Maio;127;01/01/2000
2001;Mato Grosso do Sul;Maio;112;01/01/2001
2002;Mato Grosso do Sul;Maio;88;01/01/2002
2003;Mato Grosso do Sul;Maio;74;01/01/2003
2004;Mato Grosso do Sul;Maio;25;01/01/2004
2005;Mato Grosso do Sul;Maio;328;01/01/2005
2006;Mato Grosso do Sul;Maio;99;01/01/2006
2007;Mato Grosso do Sul;Maio;62;01/01/2007
2008;Mato Grosso do Sul;Maio;34;01/01/2008
2009;Mato Grosso do Sul;Maio;927;01/01/2009
2010;Mato Grosso do Sul;Maio;105;01/01/2010
2011;Mato Grosso do Sul;Maio;81;01/01/2011
2012;Mato Grosso do Sul;Maio;157;01/01/2012
2013;Mato Grosso do Sul;Maio;72;01/01/2013
2014;Mato Grosso do Sul;Maio;70;01/01/2014
2015;Mato Grosso do Sul;Maio;58;01/01/2015
2016;Mato Grosso do Sul;Maio;97;01/01/2016
2017;Mato Grosso do Sul;Maio;72;01/01/2017
1998;Mato Grosso do Sul;Junho;82;01/01/1998
1999;Mato Grosso do Sul;Junho;127;01/01/1999
2000;Mato Grosso do Sul;Junho;157;01/01/2000
2001;Mato Grosso do Sul;Junho;249;01/01/2001
2002;Mato Grosso do Sul;Junho;517;01/01/2002
2003;Mato Grosso do Sul;Junho;170;01/01/2003
2004;Mato Grosso do Sul;Junho;394;01/01/2004
2005;Mato Grosso do Sul;Junho;439;01/01/2005
2006;Mato Grosso do Sul;Junho;89;01/01/2006
2007;Mato Grosso do Sul;Junho;141;01/01/2007
2008;Mato Grosso do Sul;Junho;24;01/01/2008
2009;Mato Grosso do Sul;Junho;376;01/01/2009
2010;Mato Grosso do Sul;Junho;149;01/01/2010
2011;Mato Grosso do Sul;Junho;104;01/01/2011
2012;Mato Grosso do Sul;Junho;96;01/01/2012
2013;Mato Grosso do Sul;Junho;35;01/01/2013
2014;Mato Grosso do Sul;Junho;84;01/01/2014
2015;Mato Grosso do Sul;Junho;299;01/01/2015
2016;Mato Grosso do Sul;Junho;120;01/01/2016
2017;Mato Grosso do Sul;Junho;175;01/01/2017
1998;Mato Grosso do Sul;Julho;360;01/01/1998
1999;Mato Grosso do Sul;Julho;1.297;01/01/1999
2000;Mato Grosso do Sul;Julho;160;01/01/2000
2001;Mato Grosso do Sul;Julho;591;01/01/2001
2002;Mato Grosso do Sul;Julho;935;01/01/2002
2003;Mato Grosso do Sul;Julho;182;01/01/2003
2004;Mato Grosso do Sul;Julho;529;01/01/2004
2005;Mato Grosso do Sul;Julho;859;01/01/2005
2006;Mato Grosso do Sul;Julho;289;01/01/2006
2007;Mato Grosso do Sul;Julho;197;01/01/2007
2008;Mato Grosso do Sul;Julho;116;01/01/2008
2009;Mato Grosso do Sul;Julho;354;01/01/2009
2010;Mato Grosso do Sul;Julho;589;01/01/2010
2011;Mato Grosso do Sul;Julho;250;01/01/2011
2012;Mato Grosso do Sul;Julho;538;01/01/2012
2013;Mato Grosso do Sul;Julho;201;01/01/2013
2014;Mato Grosso do Sul;Julho;193;01/01/2014
2015;Mato Grosso do Sul;Julho;371;01/01/2015
2016;Mato Grosso do Sul;Julho;687;01/01/2016
2017;Mato Grosso do Sul;Julho;1.05;01/01/2017
1998;Mato Grosso do Sul;Agosto;228;01/01/1998
1999;Mato Grosso do Sul;Agosto;4.355;01/01/1999
2000;Mato Grosso do Sul;Agosto;530;01/01/2000
2001;Mato Grosso do Sul;Agosto;2.484;01/01/2001
2002;Mato Grosso do Sul;Agosto;3.984;01/01/2002
2003;Mato Grosso do Sul;Agosto;953;01/01/2003
2004;Mato Grosso do Sul;Agosto;1.408;01/01/2004
2005;Mato Grosso do Sul;Agosto;4.484;01/01/2005
2006;Mato Grosso do Sul;Agosto;1.129;01/01/2006
2007;Mato Grosso do Sul;Agosto;1.823;01/01/2007
2008;Mato Grosso do Sul;Agosto;456;01/01/2008
2009;Mato Grosso do Sul;Agosto;816;01/01/2009
2010;Mato Grosso do Sul;Agosto;1.721;01/01/2010
2011;Mato Grosso do Sul;Agosto;552;01/01/2011
2012;Mato Grosso do Sul;Agosto;2.951;01/01/2012
2013;Mato Grosso do Sul;Agosto;677;01/01/2013
2014;Mato Grosso do Sul;Agosto;312;01/01/2014
